站名,经度,维度
黄羊镇,102.8626753,37.67844058
上腰墩,102.8395212,37.77924827
武威,102.6303861,37.90982946
武威南,102.7440965,37.8212611
打柴沟,103.00557,37.09582835
天祝,102.8492109,37.27253582
玉门,97.05104104,40.27879546
张掖,100.525702,38.97949441
平原堡,100.3751893,39.0843063
高台,99.79590685,39.27586237
许三湾,99.41703195,39.32253402
临泽,100.1664935,39.16278918
狼尾山,98.04468017,39.62897345
庆阳山,104.0117452,37.59720746
岳家井,104.2894755,37.58770972
六盘山,106.2982753,35.71234902
三关口,106.3868838,35.68153683
彭阳,106.2941912,35.81788884
固原,106.3118505,36.02719884
沈家河,106.2756174,36.1260666
二营,106.2544062,36.1901648
三营,106.1553125,36.29719864
灵武,106.3739243,38.16407728
青铜峡,105.9385143,37.92469044
大坝,105.9406422,38.03073279
白芨沟,106.1476117,39.12537323
大武口,106.4283272,38.92284502
汝箕沟,106.117333,39.07338791
石嘴山,106.4283272,38.92284502
平罗,106.4283272,38.92284502
惠农,106.7338988,39.26795092
红寺堡,106.0714723,37.45516412
太阳山,106.5752486,37.45825872
同心,105.9327764,37.00034001
艾家村,105.7723739,37.1812878
石坝,105.8148434,37.10514228
王团庄,106.0100304,36.87371601
盐池,107.3549747,37.74035964
暖泉,106.2808005,38.746603
银川,106.1811303,38.49835688
黄羊滩,106.0252523,38.26672059
长农,105.7007518,37.27803361
中宁南,105.623416,37.34114695
大战场,105.5403293,37.43735217
土桥子,106.0338994,36.80291251
韩府湾,106.1488963,36.57579928
李旺,106.1101885,36.67011323
七营,106.1511891,36.50805845
褚家湾,106.1238898,36.37254432
沙坡头,105.0108266,37.47272455
迎水桥,105.0874766,37.51201031
营盘水,104.3311963,37.45161115
宣和,105.4476331,37.48450961
干塘,104.5236346,37.46342831
中宁,105.673595,37.56170596
中宁东,105.7088769,37.45572721
中卫,105.1967574,37.52790086
定边,107.5839024,37.56834108
福安,119.7237155,26.84038343
福鼎,120.1960735,27.2883882
太姥山,120.2309156,27.13319359
福清,119.3910036,25.68151651
福州南,119.3971327,25.99185529
福州,119.3265624,26.11982665
古田,118.6301792,26.43491553
光泽,117.3581231,27.55610197
华安,117.5412126,25.00834816
建宁县北,116.877675,26.92163595
建瓯,118.3006088,27.02974477
建阳,118.1196818,27.36027888
将乐,117.4864391,26.70217042
晋江,118.4653438,24.80062087
连江,119.5735558,26.20011973
冠豸山,116.685921,25.53022951
上杭,116.7444616,25.18844427
龙岩,117.0129122,25.10160431
苏坂,117.2866304,25.31781934
坂尾,117.1999238,25.27613151
雁石,117.1593388,25.25456163
永定,116.7503925,24.74055405
长汀,116.3508295,25.83536734
罗源,119.5831314,26.46171128
闽清,118.9139016,26.21879426
龙山镇,117.3691933,24.69770352
南平,118.1841905,26.62867993
来舟,117.9934377,26.63157158
南平南,118.2211421,26.63258783
宁德,119.5902183,26.67530574
涵江,119.1822753,25.49743391
莆田,119.0692757,25.35648801
泉州,118.5734574,24.97887981
感德,117.8522046,25.30762841
福德,117.7695025,25.28454533
小舟,117.7136793,25.2981233
格口,117.661638,25.28940878
三明北,117.8132354,26.38205752
三明,117.6139757,26.24630682
厦门北,118.0805353,24.64265118
厦门,118.1225949,24.47395893
邵武,117.4877124,27.35595975
顺昌,117.8228531,26.80578345
泰宁,117.1598648,26.93253572
武夷山,118.0366094,27.73627335
霞浦,120.0392372,26.91569996
永安,117.3849206,25.98049642
永泰,118.9402006,25.85384936
尤溪,118.1481325,26.173371
云霄,117.3681907,23.89750824
大深,117.6081326,25.25612773
麦园,117.5015945,25.59474269
漳平,117.4258556,25.31249832
漳浦,117.5693813,24.10209486
漳州,117.7224291,24.46338281
漳州东,117.7511869,24.57073379
南靖,117.4557121,24.5848216
诏安,117.1053059,23.7782777
角美,117.8865735,24.53321208
安仁,113.2634962,26.77454917
茶陵,113.5562449,26.81626895
茶陵南,113.5313218,26.74362456
醴陵,113.5187023,27.67588759
炎陵,113.7902503,26.5062328
攸县,113.3477753,26.8489706
湖口,116.2911997,29.73534051
九江,116.0122543,29.71100469
德安,115.7740445,29.31532
定南,115.0118803,24.78056943
东乡,116.6326144,28.23393091
分宜,114.670074,27.81180773
丰城南,115.7737004,28.08061351
丰城,115.797031,28.18897148
抚州,116.360553,27.92615243
江边村,113.1199007,27.65756023
赣州,114.9709611,25.82482479
共青城,115.7812189,29.248609
横峰,117.6088903,28.41997978
西江,115.7917651,25.83322942
吉安,115.0276377,27.11090796
峡江,115.3423147,27.60455972
进贤,116.2526963,28.36097344
龙市,113.9746554,26.72563451
井冈山,114.3037284,26.734121
鲇鱼山,117.1156681,29.2105664
景德镇,117.2283707,29.29119463
庐山,115.8883903,29.60401889
甘棠,117.1040233,28.85306324
塔前,117.0996482,29.05379856
乐平市,117.1215368,28.97197403
龙南,114.8840834,24.92550812
南昌,115.9255942,28.66836716
南昌西,115.7990731,28.62877887
横岗,115.9519739,28.5111566
莲塘,115.9484743,28.55805889
向塘,115.9673011,28.44922953
南城,116.6224184,27.56979766
南丰,116.6061258,27.29207599
彭泽,116.5497384,29.87226633
泉江,113.9648789,27.66636766
芦溪,114.0657813,27.66395126
萍乡,113.8477277,27.65331565
瑞昌,115.6776141,29.69455094
瑞金,116.0616941,25.8699069
弋阳,117.4516977,28.41677884
上饶,118.0140937,28.49661068
泰和,114.9557988,26.8371188
万年,117.0864787,28.69102911
新干,115.4027041,27.73854153
新余,114.9458976,27.81511939
信丰,114.9142028,25.40380153
兴国,115.3257699,26.33575621
彬江,114.5589535,27.78807014
贵溪,117.221817,28.29494759
硬石岭,117.0820134,28.45390456
鹰潭,117.0344131,28.24103496
永修,115.8219303,29.02645681
于都,115.4231283,25.98159649
余江,116.825696,28.2205382
画桥,117.0454932,28.52190573
玉山,118.242885,28.6667603
樟树东,115.6109578,27.97548211
樟树,115.5840162,28.08261801
资溪,117.0855825,27.72677163
化州,110.6581617,21.65897531
河唇,110.314998,21.70849933
廉江,110.3028814,21.62102451
茂名,110.8545253,21.68666451
遂溪,110.2730765,21.40443635
湛江,110.3969119,21.19320618
兴安,110.6681025,25.62394801
百色,106.670857,23.89155881
北海,109.1348006,21.45850273
北流,110.1633401,22.60378152
黎塘,109.1389205,23.20084658
文地,110.2117174,21.96360816
岑溪,110.9547136,22.90918735
崇左,107.3646771,22.40977208
濑湍,107.5082134,22.45115877
防城港北,108.3827513,21.71999891
渠旧,107.5888483,22.52098707
渠黎,107.8058504,22.56610024
扶绥,107.925644,22.63458625
富川,111.3686429,24.7983536
贵港,109.6196389,23.10521676
平南南,110.4391859,23.4238182
桂林,110.2892136,25.26723504
桂平,110.1228535,23.32279977
合浦,109.1948118,21.62886607
金城江,108.0715033,24.70579874
贺州,111.5456936,24.46033131
来宾北,109.251055,23.75639934
来宾,109.2474883,23.73643838
柳州,109.3956244,24.31336336
陆川,110.2645141,22.31616943
鹿寨,109.7521315,24.48621845
南丹,107.56443,24.9776613
金鸡村,108.1889177,22.76767489
江西村,108.1102799,22.78262884
南宁,108.321642,22.83292908
宁明,107.070599,22.16389409
龙伯屯,107.1225383,22.18925449
亭亮,107.1946077,22.22252002
天西,107.1869448,22.30893268
平果,107.5722867,23.32242955
凭祥,106.7486032,22.08599039
夏石,106.9164678,22.13071721
钦州东,108.6749071,21.98547717
钦州,108.6228348,21.99249705
全州南,111.0481117,25.95918011
融安,109.4134208,25.21234376
融水,109.2473304,25.0769262
三江县,109.5828744,25.7322955
藤县,110.993864,23.34003832
田东,107.1361991,23.63309565
田林,106.2405578,24.29162486
田阳,106.9424603,23.77158829
梧州南,111.229257,23.39902825
梧州,111.2470801,23.49272713
兴安北,110.6728073,25.68004133
兴业,109.9037057,22.74382106
宜州,108.6338571,24.48491971
永福南,110.0057533,25.00450285
玉林,110.1633401,22.60378152
容县,110.5378811,22.86539014
安龙,105.2503771,25.06976328
册亨,105.8029322,24.99894301
兴义,104.9934684,25.17162097
道州,111.5761959,25.52133243
东安东,111.3442356,26.38374502
江华,111.560959,25.18580412
江永,111.472192,25.35582819
双牌,111.6670825,26.02606312
牙屯堡,109.6291857,26.13624991
零陵,111.5878009,26.22898254
海石湾,102.8721022,36.34654363
德令哈,97.39025202,37.32106708
察尔汗,95.31154488,36.81548397
达布逊,95.37031773,36.92620936
格尔木,94.91371095,36.38849969
刚察,100.143196,37.33483691
哈尔盖,100.4253716,37.2285546
海晏,100.9873996,36.87857642
乐都,102.4416564,36.48304818
平安驿,102.1155497,36.51155204
锡铁山,95.64664575,37.37556646
饮马峡,95.87940462,37.32950493
南山,115.8200109,29.012564
柯柯,98.26218779,36.99069812
乌兰,98.48036784,36.96583982
湟源,101.1737563,36.75406263
西宁西,101.6928588,36.66483952
西宁,101.8204401,36.62613098
安多,91.67409154,32.25593682
当雄,91.11261821,30.47868781
协荣,90.9226474,29.3948
拉萨,91.07681021,29.62879758
尼木,90.2902982,29.33620129
曲水,129.8023101,42.99920894
那曲,91.99863559,31.44865717
日喀则,88.91870994,29.22791468
仁布,89.81741421,29.3165254
安庆西站,116.8250747,30.76763986
安庆站,117.0719849,30.5546491
天柱山站,116.5671164,30.66170029
太湖站,116.3063454,30.46581575
宿松站,116.1104851,30.23566481
固镇站,117.3132245,33.32296581
蚌埠站,117.3842925,32.94975064
蚌埠南站,117.4482067,32.90790119
亳州站,115.8039163,33.85413711
涡阳站,116.2465119,33.49524875
巢湖东站,117.9287591,31.62850456
巢湖站,117.8970007,31.62082251
东至站,117.0350945,30.17832289
池州站,117.5287308,30.62544258
定远站,117.8428631,32.59115638
凤阳站,117.6328747,32.91309666
滁州北站,118.3335677,32.31394424
滁州站,118.326882,32.20424592
全椒站,118.288429,32.06791291
炉桥站,117.232138,32.5612001
阜南站,115.5606198,32.64376694
三堂集站,115.827706,33.34345429
阜阳站,115.8745732,32.92100776
广德站,119.4158786,30.91780088
合肥南站,117.2969056,31.80434321
肥东站,117.4921794,31.86822377
长临河站,117.489976,31.70461702
庐江站,117.1837762,31.34687867
合肥北城站,117.2595079,32.06909251
合肥站,117.3240719,31.89161249
水家湖站,117.1816519,32.49496915
青龙山站,116.8083002,33.87559336
淮北站,116.8103461,33.97267381
淮南东站,117.1574324,32.65190588
淮南站,117.0260961,32.63655161
祁门站,117.736327,29.85299113
黄山北站,118.2798059,29.81957795
黄山站,118.3287345,29.72837783
歙县北站,118.4171944,29.92818305
歙县站,118.4178343,29.87291303
绩溪北站,118.5784715,30.07690561
霍邱站,116.1493364,32.0605555
金寨站,115.9816847,31.63232081
舒城站,117.166199,31.51509201
六安站,116.5066848,31.72110826
明光站,118.001697,32.78223533
南陵站,118.3043585,30.84219461
桐城站,116.9847225,31.05618787
铜陵站,117.8683764,30.92524641
铜陵北站,118.0277985,31.018942
芜湖站,118.4030414,31.35449817
无为站,117.9747811,31.31041889
黄口站,116.7041818,34.36573042
砀山站,116.3366804,34.4230935
灵璧站,117.5480439,33.60467273
泗县站,117.8568281,33.54388129
宿州东站,117.2569305,33.68151649
宿州站,117.0013732,33.64411034
宣城站,118.7802673,30.95275599
绩溪县站,118.590503,30.061516
泾县站,118.3932814,30.66547051
旌德站,118.5367766,30.29724791
宁国站,118.9986781,30.64052984
夏邑县站,116.0368432,34.4164944
虞城县站,115.8708768,34.41284552
黄梅站,115.9490327,30.09989159
江山站,118.6503132,28.77755816
戚墅堰站,120.0740249,31.72934412
常州站,119.9796455,31.79153653
常州站,119.9796455,31.79153653
常州北站,119.961816,31.86044254
丹阳站,119.5997443,32.00802477
丹阳北站,119.6772422,32.02123439
丹阳站,119.5997443,32.00802477
东台站,120.3505138,32.88041388
阜宁站,119.6233862,33.60086702
淮安站,119.0397358,33.65444828
句容西站,118.9859373,31.8386161
昆山南站,120.9573221,31.35855928
花桥站,121.0524505,31.34148481
昆山站,120.9645536,31.37210528
阳澄湖站,120.8684208,31.38587226
瓦屋山站,119.2804563,31.56449254
溧阳站,119.5095897,31.39222912
东海县站,118.7747584,34.5228633
连云港站,119.1700137,34.61480282
马鞍山站,118.5086646,31.71353264
江宁站,118.9055168,31.94203185
溧水站,119.1031247,31.68542199
仙林站,118.9192452,32.12822158
南京站,118.8047545,32.09280914
南京南站,118.8045165,31.97440034
南通站,120.8667999,32.07393273
海安县站,120.5110886,32.55395269
栟茶站,120.8875419,32.50420477
如东站,121.1834425,32.45048711
邳州站,117.9649093,34.32340006
如皋站,120.6127747,32.38890482
沭阳站,118.7707137,34.11742127
苏州园区站,120.7173315,31.34699017
苏州站,120.6173271,31.3355563
苏州新区站,120.5312473,31.37788505
苏州北站,120.6497155,31.42751256
泰州站,119.986868,32.53532427
姜堰站,120.1262521,32.54060336
无锡站,120.3119345,31.59333997
惠山站,120.2079801,31.67592473
无锡东站,120.466611,31.60300521
无锡新区站,120.3986199,31.50419292
新沂站,118.3551849,34.38694472
泗洪站,118.2255288,33.61317375
泗阳站,118.7205756,33.7605619
洋河站,118.3748184,33.79587511
徐州东站,117.3097118,34.27266147
徐州站,117.2139913,34.27110015
盐城站,120.1804398,33.38881313
建湖站,119.8047532,33.51146347
江都站,119.5842359,32.4645838
扬州站,119.3576869,32.39546206
宜兴站,119.8197261,31.31821939
镇江南站,119.4307028,32.15837479
丹徒站,119.5274937,32.1215865
宝华山站,119.062148,32.15449914
镇江站,119.4392309,32.20318576
镇江站,119.4392309,32.20318576
金华站,119.6421755,29.11637957
兰溪站,119.4863861,29.21937233
衢州站,118.8877854,28.92894084
龙游站,119.1730395,29.00931391
海湾站,121.5546058,30.867964
安亭北站,121.1645106,31.32022485
南翔北站,121.3159353,31.28726817
金山北站,121.0960515,30.90003523
上海虹桥站,121.3270978,31.19997528
芦潮港站,121.857408,30.89153921
上海西站,121.4098909,31.26804
松江站,121.2345352,31.0056104
新桥站,121.3219806,31.06480838
松江南站,121.2377033,30.99076743
上海南站,121.4359887,31.15901797
上海站,121.4621369,31.25561813
奉化站,121.4709957,29.63440103
海宁站,120.6917826,30.53940423
海宁西站,120.3983366,30.44515141
杭州东站,120.2193726,30.29735829
杭州站,120.1894672,30.24987743
余杭站,120.3026504,30.38674319
德清站,120.0673362,30.55104095
德清西站,119.9645873,30.54178439
湖州站,120.0295292,30.86973255
长兴南站,119.910501,30.99690463
嘉善南站,120.9422925,30.79370167
嘉善站,120.9249603,30.8555467
嘉兴站,120.769818,30.76998857
嘉兴南站,120.8063799,30.69664801
金华南站,119.7406884,29.1235331
缙云站,120.1016887,28.66740131
乐清站,120.8659749,28.09000079
丽水站,119.9603831,28.44780736
临海站,121.252618,28.88615041
宁波站,121.5428536,29.86758477
庄桥站,121.5420568,29.92953281
宁波东站,121.5898826,29.85619466
宁海站,121.4263975,29.34249657
上虞站,120.8633547,30.00708767
上虞北站,120.8595288,30.05884632
绍兴站,120.5866283,30.01994214
绍兴北站,120.5451386,30.1056859
台州站,121.2966677,28.69159806
三门县站,121.3698303,29.06123834
桐乡站,120.5739079,30.54274447
温岭站,121.3317083,28.48479473
绅坊站,120.9981931,28.20256814
苍南站,120.4180294,27.53411378
雁荡山站,121.15867,28.34715909
温州南站,120.5915271,27.9719922
鳌江站,120.5515578,27.63180149
瑞安站,120.5875624,27.77267036
温州站,120.6915818,27.98592789
永嘉站,120.7012168,28.0753952
武义站,119.8374249,28.91482517
永康站,120.0276708,28.91571805
余姚北站,121.1748863,30.10432244
余姚站,121.1674835,30.0602887
长兴站,119.9804597,31.04817335
青田站,120.2865373,28.14310929
诸暨站,120.1915408,29.73359558
汤头沟,117.7279319,41.45119941
沙坨子,115.2629976,39.61976235
张三营,117.7633409,41.5902901
朝阳地,118.2219247,42.02747925
四合永,117.840438,41.81407382
腰栈,117.8804846,41.86251625
河洛营,117.7359454,41.39734865
东大坝,117.8253174,41.66507886
杨树岭,118.891248,41.00245075
山海关,119.7738814,40.00667542
纪家沟,118.1398869,41.93601078
黄家店,118.203338,41.97957179
庙宫,117.8715007,41.72353253
广德号,117.9454113,41.88433879
银镇,118.0555517,41.91242299
太阳升,124.5936968,45.94477321
劳动屯,124.5484736,45.87747465
鹿道,129.2962316,43.88238612
街基,123.3840114,46.30710775
杜家,127.205024,44.82481469
山河屯,127.2173131,44.70279592
新肇,124.4194258,45.71684042
白河,128.1388188,42.45972128
亮兵台,128.7854348,43.19685003
南沟,128.6793362,43.24757726
采石场,128.2080028,46.92087259
安图,128.9149001,43.12082027
茶条沟,129.0246603,43.04568594
乐园,128.9585601,43.07865805
榆树川,129.0916128,42.99018586
松江镇,128.3451079,42.57770882
荒沟西,128.3783679,42.56084077
白城,122.8696994,45.62267449
到保,123.1779892,45.60411588
平台,122.6658314,45.72492894
开通,123.0838005,44.81104187
镇赉,123.2019961,45.86342588
白山市,126.4638213,41.95936047
老营,126.3606438,41.88602305
松江河,127.4902414,42.18389108
仙人桥,127.2466169,42.18190739
大东,126.7821779,42.08459775
遥林,126.6626796,41.92400834
松树镇,127.1218831,42.06102773
大安北,124.2458121,45.52313001
安广,123.7851237,45.58173687
海坨子,124.0512397,45.27744945
大安,124.2704915,45.50152627
来福,123.5672793,45.57216939
两家,123.9530542,45.53417613
建设,124.1875111,45.45893933
中德,125.7792297,44.62346642
布海,125.6354975,44.38889097
丁家园,125.8303823,44.75033864
姚家,125.8864571,44.78501704
达家沟,125.8283229,44.66482305
米沙子,125.4842547,44.15380117
沃皮,125.5384726,44.23532533
德惠,125.7235504,44.53948357
德惠西,125.6839496,44.55205635
大兴镇,125.3890839,42.74739808
东丰,125.5510171,42.6605738
白泉,125.0082092,42.93182833
平岗,124.8775608,42.97979849
渭津,125.288707,42.79938351
大桥,113.1455314,24.99930595
哈尔巴岭,128.6411625,43.27374227
大石头,128.508455,43.3122073
敦化,128.2526349,43.38630637
黄泥河,128.0238518,43.56218151
秋梨沟,128.1573406,43.49987788
太平岭,128.2129632,43.42443648
陶赖昭,125.945528,44.83323919
扶余,126.0318553,44.99369891
团山,125.9731869,44.91427503
黄泥崴子,127.2732357,42.21072311
砬子河,127.7057791,42.51906565
火炬沟,128.0327283,42.50107738
露水河,127.8214366,42.52003437
影壁山,127.6341226,42.45089658
板石河,127.5479574,42.28546866
北岗,127.5906616,42.41316045
柳毛沟,127.5536031,42.21359356
小山,127.4249918,42.21761836
氡泉,127.1826622,42.13383819
二岔,127.9305553,42.50281443
范家屯,125.081917,43.71863032
公主岭南,124.8222814,43.47921808
公主岭,124.8186181,43.5145823
陶家屯,124.9955246,43.65099407
八家子,129.1466737,42.67378323
十里坪,128.9006475,42.45533391
枕头峰,128.6003371,42.49284936
和龙,129.0020192,42.56137915
朝阳镇,126.0341577,42.69034861
光辉,126.1920019,42.71873955
辉南,126.0273807,42.68822108
杉松岗,126.2236908,42.50974229
团林,126.1216894,42.71798701
孤店子,126.3695089,43.98801141
桦皮厂,126.2383333,44.00301781
吉林,126.5836551,43.8645571
前窑,126.6285027,44.2011354
蛟河,127.3579239,43.7314438
大口钦,126.5873385,44.16927478
丰广,126.7212359,44.25688114
江密峰,126.7517209,43.96438639
棋盘,126.5636182,43.97432488
亚复,126.5443797,44.07232421
双安屯,126.3480227,41.3851256
西阳岔,126.2960192,41.28670179
集安,126.2177982,41.14827567
林子头,126.6057313,41.95635651
青沟子,128.3539257,43.80263414
二道河,126.9046205,48.68620327
白石山,127.5670287,43.58798092
黄松甸,127.7346482,43.64829103
天岗,126.9619634,43.91004167
六道河,127.0851298,43.94033429
老爷岭,127.1957002,43.9328724
小姑家,127.2667449,43.89482969
龙嘉,125.7065425,43.99909671
九台,125.8435568,44.15616878
土们岭,126.0558676,44.11149821
九台南,125.818049,44.02870795
营城,125.9242221,44.14619244
郭家店,124.5844504,43.34797874
石岭,124.7096938,43.096772
哈福,124.5369974,43.09908446
辽源,125.1356338,42.91067052
大栗子,126.8299802,41.74301367
花山,126.8717085,41.88786371
三队,126.7986572,41.92469145
松岭,126.7586631,41.89875059
葆园,129.1242228,42.92236109
铜佛寺,129.2450435,42.88364468
龙井,129.4209387,42.90928511
海龙,125.8486998,42.66140868
黑山头,125.5714514,42.44315747
宝山,125.640057,42.49136388
龙山,117.9711032,40.15135806
山城镇,125.4397604,42.38467503
梅河口,125.6914949,42.54102
哈拉海,125.1019841,44.68571074
柴岗,125.1316719,44.56578529
小合隆,125.2690793,44.03907896
华家,125.1465528,44.29573381
开安,125.2059277,44.16963672
农安,125.330733,43.91760214
明城,126.0225339,43.20047507
七间房,126.0174382,43.14253015
石家,126.1433603,42.86692117
永宁,126.0406343,43.0500952
烟筒山,126.0372263,43.29295648
磐石,126.0751667,42.93445403
七家子,124.9600307,45.03769631
通途,124.6591122,45.2015691
二营子,125.035946,44.80087429
长山屯,124.4759691,45.32048405
工农湖,123.6325279,44.86335217
东富,126.9009517,44.37244216
吉舒,126.8090356,44.29383315
平安,127.1808562,44.59831326
舒兰,126.9607403,44.41343508
茂林,123.421268,43.97424109
郑家屯,123.5234061,43.51163012
泉沟,124.2711328,43.18874556
四平,124.3795566,43.17424352
四平东,124.4451683,43.14371293
扶余北,126.0094838,45.01480827
蔡家沟,126.1434612,45.12525433
塔虎城,124.3572203,45.39797423
王府,125.0141037,44.87967853
官字井,123.8089434,45.01108691
乾安,123.8862469,45.10555221
松原,124.8233361,45.11518821
巨宝,123.4871034,44.72203005
太平川,123.1919909,44.40525204
洮南,122.8156877,45.3461463
黑水,122.8305755,45.21965876
通化,125.9865807,41.75955854
东通化,126.0506196,41.77729261
郑家堡,125.846639,42.24976888
通沟,125.7260596,41.9581259
三源浦,125.7663084,42.0620186
驼腰岭,125.9094381,42.18792553
五道沟,125.8824002,42.14331854
柳河,125.7713625,42.29575548
石湖,126.2969351,41.5183111
二密河,125.836591,41.79531128
干沟,125.7288852,41.86807985
万隆,126.226675,41.66400176
通化县,125.8276442,41.68546814
老岭,126.3063406,41.41751634
图们,129.8478038,42.97197152
石岘,129.7891938,43.08485885
曲水,129.8023101,42.99920894
河南,120.8674419,42.07492653
磨盘山,129.6215477,42.94359464
水礼,129.7424586,43.01815034
苇子沟,129.6836708,43.03752286
春阳,129.4504882,43.72085246
大兴沟,129.6692986,43.41866467
庙岭,129.6721927,43.50884352
天桥岭,129.6396567,43.59292993
汪清,129.7470692,43.33909058
朝阳川,129.455413,42.89567016
溪洞,129.6030172,42.91679005
延吉,129.5034439,42.89294827
口前,126.5034846,43.67233819
双河镇,126.1892916,43.47416583
刘家店,126.3154432,44.80928722
榆树,126.5415751,44.82303836
五棵树,126.1674541,44.80783685
谢家镇,126.8194288,44.57432942
新立镇,126.7343104,44.69913008
大屯,125.1712396,43.78625221
长春南,125.2663303,43.85680177
长春东,125.3715386,43.90157827
龙家堡,125.6560837,44.07342034
兴隆山,125.4753939,43.96235077
卡伦,125.5625528,44.02886139
长春西,125.2065635,43.88331342
长春,125.330733,43.91760214
庆丰,123.3689406,44.61279644
左家,126.092403,44.07662129
一间堡,125.3657239,44.00798085
鞍山,122.9927905,41.11806998
灵山,123.0552865,41.19983894
鞍山西,122.921946,41.12379456
台安,122.4373937,41.45202684
能家,120.6904693,41.62712484
北票南,120.8248473,41.70785864
上园,120.98726,41.61922049
高山子,122.0762138,41.55468385
沟帮子,121.7813351,41.36816827
青堆子,121.91853,41.45644447
祁家堡,123.8229256,40.93447225
连山关,123.7673316,40.97078956
田师府,124.3466194,41.2477297
泉水,124.2280994,41.26398313
温泉寺,124.0642265,41.34491926
松树台,124.0523292,41.38486186
小市,124.1299141,41.31741298
草河口,123.9175878,40.88511706
偏岭,123.9846499,41.39460962
五女山,125.3340992,41.2842683
古城子,125.4591319,41.46913054
桓龙湖,125.4306936,41.26020867
大雅河,125.0537416,41.15390552
牛心台,123.9101803,41.35899569
南芬,123.7558605,41.10900523
金坑,123.7475814,41.14023485
下马塘,123.7422751,41.03799334
北台,123.6445933,41.23688617
桥头,123.7364742,41.19932752
桥北,123.8270625,41.34601319
本溪,123.7740303,41.33369759
高家岁,123.7461466,41.41000926
石桥子,123.7302094,41.45771514
火连寨,123.7408014,41.36484037
本溪湖,123.7680088,41.33129218
歪头山,123.6576688,41.50267335
八面城,124.0677642,43.21536734
昌图西,124.0737496,42.78404785
曲家店,123.9403823,43.23316503
三江口,123.7269135,43.37716961
石脑,119.5561628,41.45875648
小平房,119.742692,41.39119035
叶柏寿,119.6493613,41.39857483
公营子,119.857598,41.36369274
大营子,120.3256073,41.46858211
大平房,120.1763289,41.44287634
朝阳,120.4483836,41.58503778
革镇堡,121.5431854,39.01514423
夏家河,121.4953226,39.02926901
大连北,121.6138656,39.02285489
南关岭,121.5879878,39.01250553
营城子,121.3822695,38.98649665
周水子,121.5672386,38.96154186
登沙河,122.062694,39.22646491
广宁寺,121.8151629,39.19422327
牛角山,121.7875525,39.20297364
亮甲店,121.9428413,39.21855021
蚕厂屯,121.891504,39.19833671
三十里堡,121.8042086,39.27254397
杏树屯,122.1595746,39.27265469
金州,121.7338442,39.09423201
龙头,121.3116311,38.87598406
长岭子,121.323272,38.94284682
刘家村,121.3135728,38.91060333
大刘家,122.1919842,39.32944378
普湾,121.8196167,39.33650118
沙河口,121.5937434,38.93140747
大连,121.639161,38.92851844
大石桥,122.5124267,40.65144392
灌水,124.5723069,40.86794101
