站名,经度,维度
长甸,124.8181872,40.48751166
坦甸,124.8070624,40.62889748
永甸,124.8494319,40.56421029
汤山城,124.2156937,40.31794539
老古沟,124.3407158,40.23611212
蛤蟆塘,124.3854743,40.17970657
金山湾,124.3645923,40.21243901
五龙背,124.2818029,40.26595248
丹东,124.3945562,40.13060834
灯塔,123.3243423,41.43604935
张台子,123.2792033,41.35946581
一面山,124.1039399,40.35511632
汤河,124.1616178,40.32531249
官家,124.1836625,40.48204549
赵家,126.942386,47.53859622
大堡,124.2572824,40.55912876
凤凰城,124.0634178,40.45521751
张家堡,124.0414123,40.40041653
鸡冠山,123.9309179,40.52539419
四台子,123.9909019,40.48897604
袁家堡,123.945149,40.50092839
刘家河,123.9930827,40.67810296
秋木庄,123.9501257,40.63871334
石城,124.4477228,40.2938452
边沟,124.3855297,40.73169434
庙阳,124.4624784,40.80490041
天桥,124.5141606,40.82094596
铁佛寺,124.3540031,40.69533231
佟家,124.4252035,40.76005146
林家台,123.9586126,40.72399351
通远堡,123.9334242,40.79356646
章党,124.0838964,41.914239
李石寨,123.7338275,41.82352654
南口前,124.6200882,42.00583823
黑石木,124.6856692,42.03650772
清原,124.9429914,42.10996535
抚顺北,123.9243187,41.89462329
瓢儿屯,123.8090666,41.85543358
南杂木,124.4138502,41.97182772
大官屯,123.8770895,41.86336542
抚顺,123.9083516,41.8696014
营东,124.2922771,41.95166596
阿金,121.7613333,42.04987892
阜新,121.6443036,41.99352579
清河门,121.4266593,41.78285908
新邱,121.8052733,42.1017013
彰武,122.5352365,42.39314852
章古台,122.4929896,42.71229769
大巴,122.0095576,42.10841567
泡子,122.3349056,42.2136382
十家子,122.2674146,42.1084446
盖州西,122.2803857,40.41055097
盖州,122.3401012,40.42539496
威宁,123.8262744,41.35295535
新岭,123.7783515,41.40446122
海城西,122.6663846,40.92034618
拉拉屯,122.3712738,41.03892631
南台,122.8145574,40.92798477
牛庄,122.5249793,40.9404192
西柳,122.6296643,40.85021113
海城,122.7489532,40.86893582
唐家,122.2557402,41.68500273
大虎山,122.1550535,41.62017014
南桥,119.942748,40.71963521
建昌,119.8284085,40.81253048
钟杖子,119.8556626,40.7725147
杨家店,120.007025,40.70102604
高桥镇,121.0122808,40.90387171
葫芦岛北,120.7701269,40.7489857
营北,120.8836974,40.79043633
柳树屯,120.8073229,40.76983194
孔家沟,120.5164905,40.7994964
台集屯,120.8866516,41.05740256
葫芦岛,120.874712,40.75982379
大荒地,120.8513755,41.07467486
黄甲屯,120.75415,41.10379665
南票,120.7380991,41.1249422
绥中北,120.330914,40.35437741
高岭,120.0195395,40.15195394
万家屯,119.8697722,40.04711739
塔山,120.9374461,40.82498808
杨树湾,120.0731404,40.70081426
四家子,120.109187,40.73097726
鸽子洞,120.2073624,40.79296756
红石,119.5487902,41.33879336
沙海,119.4736868,41.50338307
南洼,118.7794751,42.24638388
西刘,122.2162402,41.65853548
段家,122.0983308,41.58546329
励家,122.3618604,41.74354444
广盛,122.306901,41.71535065
绕阳河,122.4712913,41.80158872
小东,122.3353747,42.03795904
新立屯,122.1830416,42.02662504
锦州,121.1475405,41.12995798
锦州南,121.1323628,41.02243317
薛家,121.1953032,41.17627702
女儿河,121.0504458,41.07301715
何三家,120.9771871,41.05994229
八角台,121.2512248,41.29174005
桃园,121.0967004,41.11259809
七里河,121.2633886,41.34521521
周家屯,121.0916672,41.58219995
义县,121.2361322,41.53308938
泥河子,121.2355924,41.45916333
南汤,119.7562984,40.87848829
宣家沟,119.5591086,40.92026678
金杖子,119.5115081,40.89143728
开原西,123.9260226,42.55578594
开原,124.0387757,42.55269991
雅河,125.3488116,41.23432026
天桥沟,124.7404555,41.0014269
龙爪沟,124.6551971,40.82524589
宽甸,124.7880704,40.72532061
安平,123.4311016,41.19388893
寒岭,123.5653126,41.18728698
新寒岭,123.5286632,41.17647312
太子河,123.2376253,41.30990064
辽阳,123.1751501,41.28761895
红旗,120.3500406,47.57808235
道口,121.7080846,41.3272916
金城,121.4080704,41.19927212
兰家,121.3245612,41.15325677
石山,121.5341855,41.23546262
双羊店,121.275041,41.11661995
凌海,121.3698554,41.18708508
刀尔登,119.1293,40.75496941
北磴,119.2204454,40.73916267
任家店,119.3923005,40.81585012
凌源东,119.4215852,41.26914543
凌源,119.3905165,41.24144347
侯杖子,119.2032634,41.14766956
河汤沟,119.476998,41.29418013
魏杖子,119.0716175,40.98225343
东沟门,119.086416,40.92783026
东营子,119.1035628,40.87620296
田家沟,119.4458255,40.8608294
四道沟,119.0950214,41.08616676
三十家,119.0616951,41.01986448
水泉,119.171196,41.11890653
杨杖子,119.1420695,40.72531435
新开,122.2863733,41.07722949
盘锦北,121.8138985,41.34232744
羊圈子,121.6388314,41.28673913
盘锦,122.0676512,41.20401284
渤海,122.1024616,41.15541984
城子坦,122.4994946,39.51316666
夹心子,122.4113394,39.4646172
皮口,122.3634795,39.41364884
李家屯,122.2923384,39.3961641
清水河,122.2550474,39.35168922
普兰店,121.9665692,39.40784281
草市,125.2428924,42.30300017
苍石,124.5274122,41.99363547
英额门,125.0812424,42.17602628
长山堡,125.0000024,42.14096532
孤家子,123.4950375,41.74074607
深井子,123.658886,41.79236122
东湖,120.609279,30.01748695
沈阳,123.3998531,41.80100261
大成,123.3575073,41.8338708
辽中,122.7781585,41.56478504
虎石台,123.5088136,41.94883876
沈阳北,123.4424124,41.82534092
陈相屯,123.5378079,41.57064934
苏家屯,123.3615595,41.66837261
林盛堡,123.3698868,41.58509428
苏北,123.369036,41.68933691
吴家屯,123.4517201,41.63176577
姚千户屯,123.6252425,41.53833285
沈阳西,123.292336,41.8746031
三台,123.1616602,41.95463744
兰家屯,123.267293,41.89277923
马三家,123.2441525,41.90442226
江家岭,120.3279329,40.2890502
网户,120.1946488,40.19991477
绥中,120.3594586,40.3283553
昌图,124.1236877,42.78542948
得胜台,123.7583334,42.24117853
铁岭西,123.6800467,42.23871545
铁岭,123.8433662,42.2997963
瓦房店,122.0140979,39.63200289
瓦房店西,121.8442368,39.66330597
松树,122.104334,39.83254832
许家屯,122.0875425,40.04687613
天德泉,124.7515924,43.07465123
西丰,124.7138195,42.74008573
大红旗,122.6200722,41.87986983
罗家,122.7920214,42.05096955
兴隆店,123.0634227,41.98674952
新民,122.8247503,42.00746398
大甸,120.6591731,40.58915069
东辛庄,120.4599492,40.36679143
串子沟,120.434585,40.73448054
郭家屯,120.5399513,40.74433609
刘屯,120.4841436,40.74687477
兴城,120.7084898,40.62916249
沙后所,120.5609816,40.48340016
大徐屯,120.3314861,40.73419477
鲅鱼圈,122.1007378,40.19428663
熊岳城,122.1541531,40.18766879
营口东,122.4348715,40.63060583
老边,122.3758829,40.67915145
营口,122.2714143,40.69206384
四道湾,119.6466758,42.48960194
白狼,120.1079401,47.05575886
五叉沟,120.3258085,46.77647025
北兴安,120.0430407,47.11901334
南兴安,120.1031252,47.14520516
伊尔施,119.8455752,47.29586218
莲花山,119.7421621,42.58529844
孤山子,119.3068045,41.64951768
敖汉,120.0076403,42.64563699
新窝铺,120.4063184,42.71996133
小河沿,119.5550672,42.40461977
三义井,120.2576267,42.70713967
羊场,120.0076403,42.64563699
三把火,118.6849,42.30231137
曹家营子,109.8565791,40.6309082
赤峰东,119.0466695,42.28957229
东南营子,119.1447183,42.30591553
赤峰,118.9662055,42.26257881
平庄南,119.2632473,41.9868259
乃林,119.2860851,41.91827455
五十家子,118.1710096,42.09828419
赤峰西,118.9089468,42.28176958
天义,119.3443831,41.60107005
二龙,119.2833766,41.70435622
汐子,119.2744702,41.79800965
安庆沟,119.3412288,42.40896887
老府,118.2793504,42.19655988
杨家营,118.2546984,42.14829767
中台子,118.3697285,42.21880514
北台子,118.8355334,42.2958804
红花沟,118.6412242,42.25070374
牛家营子,118.4572942,42.22428908
水地,119.1708106,42.3581053
风水沟,119.4185656,42.35118339
山湾子,119.4490378,42.3594733
热水,117.7029596,43.48390272
平庄,119.3122863,42.04681999
马林,119.1913946,42.28030486
元宝山,119.2486449,42.24034406
霍林郭勒,119.6757894,45.54022019
扎鲁特,121.2456179,44.65691855
布敦化,121.4546093,44.97757539
毛告吐,121.584341,44.31860134
舍伯吐,121.9693726,44.02935501
大罕,122.9587594,43.69995577
大林,122.8147116,43.72211954
奈曼,120.6829675,42.84706601
昆都庙,122.1918242,43.68411347
高林屯,122.5578169,43.87654189
珠斯花,119.6843064,45.57019552
乌斯土,122.6982903,43.72212873
东来,121.6484844,43.39609798
通辽北,122.2033928,43.62345761
通辽,122.2775491,43.61141876
余粮堡,121.975185,43.44644869
西六方,122.0877988,43.49297069
大青沟,122.1941085,42.83105173
甘旗卡,122.3623056,42.96478662
金宝屯,123.5839929,43.38897205
宝龙山,122.7469775,44.03648666
保康,123.3333981,44.13395232
敖力布告,123.0304519,44.24928765
门达,123.1196113,43.6566012
库伦,121.8175727,42.72981135
三家子,121.9366317,42.7700185
欧里,123.2409871,43.60009869
木里图,122.2232282,43.47850209
昂乃,120.766673,42.99529323
八仙筒,121.0695391,43.20774937
黄花筒,120.9655171,43.15392418
白音他拉,120.8399461,43.07888907
舍力虎,120.6621998,42.75124646
东明村,121.2349974,43.27892359
敖来,121.1866778,43.2632073
嘎什甸子,121.364069,43.31722492
四合,120.5353437,42.72649306
治安,121.5157052,43.35627744
钱家店,122.5237252,43.72058782
双泡子,122.175406,43.72401072
太平庄,121.8701305,43.42642909
瓦房,121.7493846,43.41570314
云端,119.8403837,45.56908568
阿尔山,119.9546128,47.17853242
西口,120.7018881,46.71319518
牛汾台,120.2542611,46.87990938
葛根庙,122.3116884,45.90198231
白海,121.0611642,46.6668508
白音胡硕,121.4485212,45.02198658
大石寨,121.3970049,46.32400299
德伯斯,121.3766047,46.50430625
归流河,121.7389093,46.20647996
哈拉黑,121.5317138,46.22138898
索伦,121.2488352,46.6086881
西哲里木,120.609104,45.55803014
杜尔基,121.2057661,45.24551313
哈日努拉,120.0694498,45.62812062
吐列毛杜,120.8944877,45.54335999
宁家,122.1748048,45.99148761
卫东,122.2464423,45.93596563
湖南,121.9234902,46.16923976
乌兰浩特,122.069636,46.07740311
四分地,118.5633683,42.23296227
新城子,123.5146063,42.05746401
大同,113.3096957,40.12605689
周士庄,113.4727653,40.12209479
平型关,113.9548761,39.33787334
灵丘,114.2290145,39.46815504
平旺,113.2251952,40.07458077
大同东,113.3699716,40.11979324
永嘉堡,114.2281128,40.53525938
下社,113.1849138,39.15556474
代县,112.9909152,39.08266999
河边,113.1121626,38.61154918
定襄,112.9670092,38.48474184
大营,113.7393167,39.29256656
五台山,113.5729232,39.27120463
繁峙,113.2806483,39.17126658
汾阳,111.9235317,37.379122
古东,112.2435216,37.93323007
古交,112.171128,37.92381011
镇城底,112.0755708,37.96520926
河津,110.732239,35.59358729
洪洞,111.6782187,36.26809164
洪洞西,111.5877277,36.25993874
赵城,111.705648,36.38747356
侯马西,111.2947464,35.6076726
侯马,111.3649876,35.61896375
霍州,111.7252507,36.59179445
霍州东,111.8437889,36.57058223
稷山,111.0017087,35.61790719
祁县东,112.3633984,37.33025703
晋中,112.6489798,37.69207396
榆次,112.7376763,37.70283441
临汾,111.5437259,36.09309013
临汾西,111.472325,36.10730844
灵石东,111.9207829,36.88614216
交城,112.2022992,37.5262593
吕梁,111.144437,37.57407344
柳林南,110.9383062,37.44958507
文水,112.0840634,37.44590067
平遥古城,112.1566438,37.16186063
沁县,112.7118545,36.76460766
风陵渡,110.3169825,34.63790298
寿阳,113.1967939,37.88839081
芦家庄,113.0601851,37.7419064
怀仁,113.1015081,39.83358653
金沙滩,112.919997,39.67925534
怀仁东,113.170121,39.79873586
岱岳,112.8329752,39.52356885
山阴,112.947125,39.47216291
神头,112.5634023,39.37317341
朔州,112.4549023,39.3221488
应县,113.0701306,39.63121931
太谷西,112.5159918,37.45430368
太原北,112.5725481,37.92390095
汾河,112.5429434,37.95311443
太原东,112.592419,37.89100454
太原,112.594152,37.86640734
清徐,112.3201501,37.56358244
北白,112.6613394,38.19414303
阳曲,112.6883714,38.06378648
东镇,111.3187846,35.43289475
闻喜西,111.1862082,35.342419
闻喜,111.2234817,35.36191329
襄汾,111.4486578,35.88601578
襄汾西,111.3439037,35.84418586
太原南,112.6170418,37.79764834
白壁关,111.7345493,37.15572742
阳泉曲,113.5933599,37.86847234
北义井,112.8408512,38.46375365
蒋村,113.0343585,38.53878132
秦家庄,111.6650393,38.81804145
安塘,111.7206913,38.82777491
岢岚,111.587351,38.72476112
神池,112.2055082,39.08932285
宁武,112.3255619,39.01241013
阳方口,112.3389907,39.10182103
五寨,111.8405535,38.92328366
播明,112.7497592,38.50164373
豆罗,112.7079402,38.30962281
平社,112.6013316,38.28079023
忻州,112.753136,38.42546064
新绛,111.2175085,35.61611231
高村,112.7055815,38.18067284
永济,110.4603821,34.87563995
永济北,110.4311498,35.03371363
榆社,112.9761894,37.05751483
轩岗,112.4376133,38.90032929
原平,112.7347215,38.72546869
运城,110.9974318,35.03176109
运城北,110.9905591,35.10469381
武乡,112.8599111,36.86144828
红柳河,94.73339988,41.53934066
柳园,95.51217281,41.11235854
柳园南,95.47904089,41.1085511
福海,87.46964259,47.12704372
北屯市,87.82339638,47.33947258
阿拉山口,82.57963115,45.17698949
博乐,82.65717589,44.93798437
精河南,82.92728915,44.61179128
精河,83.03174235,44.64190666
奎屯,84.90724089,44.40972337
玛纳斯,86.20924294,44.26140237
和什托洛盖,86.28038931,46.41312912
沙湾县,85.61499527,44.32854629
石河子,86.06959916,44.27598178
阿克苏,80.31344098,41.15119162
金银川,79.84625925,40.71441873
柯坪,79.00132603,40.46243149
库车,83.02318569,41.70064784
新和,82.63377212,41.58636672
和硕,87.3887107,42.24094221
库尔勒,86.14854671,41.78950923
马兰,87.3887107,42.24094221
焉耆,86.55317894,42.08193338
哈密,93.51249557,42.8555341
了墩,92.23214894,43.15599515
柳树泉,92.85614054,43.05839798
山口,94.1323881,42.13897289
和田,79.91343764,37.16424063
墨玉,79.73915825,37.22878792
皮山,78.2917774,37.57283117
巴楚,78.55629832,39.84159687
喀什,76.05582813,39.49881439
莎车,77.23818574,38.38075027
疏勒,76.00101576,39.38845787
叶城,77.4800348,37.89806121
英吉沙,76.17032945,38.97370093
泽普,77.31487589,38.18432225
克拉玛依,84.90176868,45.53408468
阿克陶,75.98159146,39.17291865
阿图什,76.22871184,39.72599351
七泉湖,89.47526776,43.13761817
吐哈,90.53822707,43.06619526
鄯善,90.49036754,43.10349526
吐鲁番北,89.11776059,43.02810909
吐鲁番,88.88184959,43.15744661
鱼儿沟,87.8950415,42.84255345
乌鲁木齐,87.58966482,43.78527752
乌鲁木齐南,87.59265781,43.78641125
乌西,87.42796824,43.87579475
霍尔果斯,80.46029743,44.16150616
五五,84.82478101,44.86516829
尼勒克,82.05555149,43.97297171
伊宁东,81.50966716,43.96167639
布列开,81.80154812,43.90567453
伊宁,81.50966716,43.96167639
潢川,115.1088923,32.11766107
漯河西,113.9696892,33.5792837
漯河,114.0489329,33.57722641
平顶山,113.3107085,33.7251733
商城,115.4491042,31.95958687
沈丘,115.0936727,33.36716352
项城,114.8959657,33.42027384
新县,114.8947894,31.64817756
固始,115.6760359,31.92132937
淮滨,115.418701,32.50685541
罗山,114.5568826,32.17204854
信阳,114.088659,32.13525607
明港东,114.0713517,32.49369029
息县,114.8391905,32.17869436
信阳东,114.1667065,32.15062855
周口,114.6720982,33.5849763
确山,114.042668,32.80801955
遂平,114.0417566,33.15054785
西平,114.0450152,33.38393705
驻马店,114.0500847,32.98538832
驻马店西,113.9864293,33.006775
安陆,113.7015242,31.26275784
赤壁北,113.9068364,29.74237765
赤壁,113.9361884,29.72823105
黄石,114.9472986,30.15954842
大冶北,115.0068991,30.12666306
武当山,110.9729679,32.54410044
当阳,111.8183533,30.85297678
花湖,115.0289488,30.26674493
鄂州,114.8732109,30.36816598
葛店南,114.6663747,30.49609936
鄂州东,114.9546433,30.36711937
建始,109.7347093,30.57362869
恩施,109.4921714,30.35431153
巴东,110.3642636,30.66899969
红安西,114.6384154,31.01001989
华容,114.7290857,30.53064448
华容东,114.793097,30.53769404
华容南,114.7811963,30.45250545
黄州,115.0111486,30.59098052
黄冈,114.9498774,30.49167052
黄冈东,114.9919362,30.51318628
黄冈西,114.8946215,30.50939434
黄石北,115.0147252,30.21713291
阳新,115.1868952,29.8657817
京山,113.14287,31.04142426
荆门,112.2183318,31.05732191
荆州,112.2194673,30.37603807
利川,108.9468991,30.28494289
麻城,114.9704589,31.15192827
麻城北,114.9977321,31.19836824
蕲春,115.4521969,30.24783054
潜江,112.9457536,30.39527973
十堰,110.788215,32.60935165
松滋,111.6141441,30.17880278
随州,113.423748,31.72768127
广水,114.043372,31.63812477
天门南,113.4630941,30.43381587
天门,113.4630941,30.43381587
庙山,114.3798212,30.41910199
普安,114.3606876,30.39297177
汤逊湖,114.3913936,30.45171199
花山南,114.519436,30.53502693
武汉,114.4308852,30.61318746
左岭,114.6163983,30.50545271
乌龙泉南,114.3515181,30.26289077
纸坊东,114.3509176,30.35993253
武昌,114.3242621,30.53460349
武穴,115.6440708,29.9751666
浠水,115.2492645,30.43878234
仙桃西,113.1467494,30.42937734
贺胜桥东,114.3773351,30.02454177
横沟桥东,114.379076,29.93968415
山坡东,114.3664148,30.09209322
土地堂东,114.3440906,30.21859532
咸宁南,114.3119549,29.84328763
咸宁,114.295273,29.8859266
咸宁东,114.3516228,29.87222131
襄阳,112.1612316,32.06431898
谷城,111.6092041,32.27127038
襄阳东,112.2329364,32.1029142
孝感北,114.2275826,31.59430976
花园,113.9893605,31.25700801
孝感,113.9356694,30.96129293
云梦,113.7451416,31.0278861
宜昌东,111.377275,30.66404385
长阳,110.8568879,30.62568727
枝江北,111.7788081,30.48287413
宜城,112.1909602,31.6362104
枝城,111.5225772,30.28354738
应城,113.5793255,30.92866185
枣阳,112.7684169,32.07629933
钟祥,112.6229801,31.18168153
咸宁北,114.3084554,29.90530648
安口窑,106.8156186,35.24041764
徽县,106.2072744,33.70624823
宏庆,106.4334107,33.85475246
两当,106.3167395,33.78075486
神峪河,106.797698,35.14255145
元龙,106.1669626,34.5366881
白河县,110.1043813,32.84025492
张家船,109.5911963,35.32721
白河东,110.1215317,32.81023385
冷水,109.8816906,32.90437311
大竹园,108.73352,32.56581838
梅子铺,108.6960735,32.77500322
石庙沟,108.9308362,32.65379008
汉阴,108.5134118,32.88318524
涧池铺,108.6010734,32.83390957
高梁铺,108.4243343,32.91883451
石泉县,108.2577662,33.0352852
池河,108.3386682,32.97766865
缯溪河,108.1570527,33.03791836
蜀河,109.6834789,32.91353556
小河镇,109.1699716,33.12319104
高滩,108.3339671,32.42047946
麻柳,108.2014267,32.30446838
紫阳,108.5635344,32.537655
虢镇,107.3651054,34.37042215
千河,107.3103559,34.39693564
凤县,106.5137085,33.91067403
秦岭,106.9176832,34.24471215
凤州,106.6680687,33.98195688
凤翔,107.2575672,34.46748086
冯家山,107.1960113,34.53021241
绛帐,107.9605568,34.27995097
宝鸡南,107.2377341,34.34035844
福临堡,107.0975004,34.39074103
娘娘庙,106.9492735,34.81088203
火烧寨,106.7901923,35.05211167
史家铺,106.7955545,34.97138241
陇县,106.8574593,34.8768829
常兴,107.8437444,34.27923367
岐山,107.6194454,34.28176198
蔡家坡,107.6044763,34.32740209
千阳,107.1224062,34.64114853
水沟,107.0261286,34.75200288
宝鸡,107.1595178,34.37853136
丹凤,110.360885,33.68642931
张桥,109.4088501,34.7781801
富县,109.3963971,36.0146375
富县东,109.4048722,36.02702869
甘泉,109.3539608,36.26440315
韩城,110.4483387,35.49005041
安康,109.0240234,32.71818211
城固,107.3293217,33.14457326
汉中,107.0367214,33.09553543
白水江,106.0891816,33.57994968
略阳,106.152658,33.33767238
乐素河,106.0565678,33.19838124
高潭子,106.05247,33.12903923
马蹄湾,106.0476863,33.47567024
徐家坪,106.059958,33.41177329
勉县,106.6986912,33.17695644
巨亭,106.0950387,33.06229499
燕子砭,105.932089,32.92348633
阳平关,106.0504478,32.97868329
茶镇,108.0614157,33.04581428
西乡,107.7664531,33.00002647
三花石,108.0843561,33.03909373
晏家坝,107.4729374,33.11865029
华山北,110.1048805,34.58698296
华山,110.1470395,34.56135567
黄陵,109.3631758,35.62400895
刘家沟,113.1390774,41.9557516
永乐店,108.9542222,34.54052064
靖边,108.7627377,37.6252461
洛川,109.3368801,35.78838096
贺家河,109.4852758,35.42215728
杜赵,109.6539585,34.9453522
集北,109.4988954,34.90430141
苏家坡,109.8258629,35.04591729
蒲城东,109.616554,34.99531536
三原,108.9542604,34.61105218
商洛,110.0248683,33.8277629
砚川,109.8543877,34.06442758
柞水,109.1535116,33.64499845
镇安,109.1759847,33.42661436
商南,110.9074946,33.53187933
钟家村,109.4820582,34.83433444
洞子崖,109.7370778,35.23337268
韦庄,109.9422884,34.97679193
大荔,109.8341847,34.9038178
合阳,110.097978,35.20160363
渭南,109.5003243,34.49087399
渭南南,110.0634312,35.2911323
渭南北,109.4881072,34.54230024
坡底村,109.830601,35.09846024
孙镇,109.7730753,34.98341461
潼关,110.2543738,34.54221352
吴堡,110.2847504,38.03857781
西安,108.9693181,34.28284366
阎良,109.2355427,34.67399599
杨陵,108.0851935,34.27434891
西安南,109.1081587,34.09866915
咸阳,108.7413744,34.34964839
武功,108.2115763,34.26444616
咸阳秦都,108.6733426,34.3370022
兴平,108.4953615,34.29515564
旬阳北,109.3115065,32.85300148
旬阳,109.3597178,32.84272516
棕溪,109.5653324,32.87710036
延安,109.4877468,36.56351411
道镇,109.3752311,36.1390784
甘泉北,109.3534903,36.28384259
子长,109.7544397,37.15895803
杨陵南,108.0593589,34.25877168
米脂,110.1795656,37.75438153
清涧县,110.0045848,37.17316147
神木,110.4943728,38.86698471
西沟,97.97588805,39.6754095
绥德,110.269693,37.55494693
榆林,109.7265874,38.2799213
巴山,108.1250101,32.2631723
子洲,109.9595509,37.61764228
毛坝关,108.2576726,32.34840388
蒲家,107.5142796,31.39328211
石柱槽,107.605297,31.46060381
朝天,105.9295751,32.79116834
大滩,105.9361265,32.79706822
花楼坝,107.8654851,31.80006587
万源,108.0483292,32.08976067
青花,108.0129051,31.98656245
宣汉,107.6650031,31.54905332
毛坝,107.7514226,31.62267604
安阳东,114.4585509,36.09071308
鹤壁东,114.3065018,35.71229166
平顶山西,113.0534889,33.86071943
邓州,112.0772489,32.68938858
封丘,114.4255218,35.05090932
巩义,112.9876104,34.76602592
巩义南,112.9221924,34.67695158
安阳,114.3469905,36.11089514
鹤壁,114.2806266,35.76604654
滑县南,114.4974505,35.23220526
获嘉,113.6554851,35.26221225
狮子营,113.5534056,35.25567528
济源,112.5803559,35.11647693
盘古寺,112.5972198,35.17045589
莲东,112.6461598,35.1356281
沁河北,115.6678832,38.6200034
轵城,112.6015494,35.04592267
月山,113.0611839,35.21572542
焦作,113.2415024,35.22861387
待王,113.342716,35.24436883
后寨,112.9570577,35.20546098
开封,114.3595232,34.7772426
兰考,114.8261409,34.8210178
灵宝,110.9045621,34.51634957
灵宝西,110.6956893,34.58419206
洛阳东,112.4929375,34.70219619
留庄,112.515523,34.94005828
关林,112.5194376,34.64028879
洛阳,112.4427408,34.69176726
临颍,113.9267219,33.81291714
白合,112.5530441,34.85591151
王庄,112.5013638,34.89280359
孟津,112.606989,34.80173037
渑池,111.7924407,34.75979462
渑池南,111.780885,34.69135251
南阳,112.5186542,33.00448882
南召,112.7467497,33.44588448
内乡,111.8723233,33.07415276
鲁山,112.9104528,33.75388446
沁阳,112.9567971,35.20550759
捏掌,112.8372977,35.19645526
汝阳,112.5619478,34.3132035
汝州,112.8342333,34.17543785
三门峡南,111.1669302,34.75435122
三门峡,111.2397544,34.76630414
三门峡西,111.0939138,34.69915736
民权,115.147305,34.65110256
商丘南,115.7111002,34.41438304
宁陵县,115.3242683,34.57924315
商丘,115.6633285,34.44980009
汤阴,114.3526894,35.9207695
唐河,112.8578438,32.67262052
桐柏,113.4428922,32.3956824
卫辉,114.0685019,35.43822164
西峡,111.5187957,33.27734852
新安县,112.1607899,34.72476748
新乡,113.8660398,35.31211022
新乡东,113.9850301,35.32073735
修武,113.4456341,35.2491831
许昌东,113.894581,34.05444788
许昌,113.8273272,34.0264831
长葛,113.7850403,34.22008154
延津,113.9850301,35.32073735
偃师,112.8009756,34.73423185
义马,111.9189233,34.7274672
长垣,114.6662709,35.21661642
文庄村,114.6662709,35.21661642
镇平,112.2308837,33.05957867
郑州,113.6661637,34.75253549
上街,113.2779369,34.8322081
郑州东,113.7855473,34.76545884
东明县,115.0990968,35.27430543
算王庄,115.3127818,35.25872737
南陈铺,112.914494,35.73251467
西阳村,112.8851226,35.87480745
赵庄,112.8652493,35.94908337
高平,112.9255636,35.8066916
西武匠,112.8829046,35.45602054
晋城北,112.9113954,35.51494147
晋城,112.8801411,35.48139214
北板桥,112.902453,35.65339699
东坡,112.9304932,35.38995053
孔庄,112.9712245,35.33600807
东元庆,112.9464302,35.57648635
嘉峰,112.5290283,35.59231439
襄垣,113.0421725,36.51208416
阳城,112.4989812,35.49865642
磨滩,112.6189135,35.34381965
大辛庄,113.1071756,36.24833992
长治,113.0776327,36.1942966
长治北,113.1315339,36.31436806
小宋,113.0284174,36.13675062
东田良,112.9374794,36.00196035
长子,112.8088591,36.11673537
